id,phy,clas,ord,fam,gen,tx,txa
3530,Mollusca,Bivalvia,,Lasaeidae,Kellia,Kellia,Kellia
3531,Mollusca,Bivalvia,,Lasaeidae,Kellia,Kellia suborbicularis,Kellia suborbicularis
3532,Mollusca,Bivalvia,Venerida,Kelliellidae,Kelliella,Kelliella miliaris,Kelliella miliaris
3534,Mollusca,Bivalvia,,Lasaeidae,Kelliola,Kelliola symmetros,Kelliola symmetros
3535,Mollusca,Bivalvia,,Lasaeidae,Kelliopsis,Kelliopsis jozinae,Kelliopsis jozinae
3537,Annelida,Polychaeta,Eunicida,Onuphidae,Kinbergonuphis,Kinbergonuphis,Kinbergonuphis
3538,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Kinetoskias,Kinetoskias,Kinetoskias
3539,Cephalorhyncha,Kinorhyncha,,,,Kinorhyncha,Kinorhyncha
3540,Cephalorhyncha,Kinorhyncha,,,,KINORHYNCHA,Kinorhyncha
3542,Cnidaria,Hydrozoa,Leptothecata,Kirchenpaueriidae,Kirchenpaueria,Kirchenpaueria,Kirchenpaueria
7577,Cnidaria,Hydrozoa,Leptothecata,Kirchenpaueriidae,Kirchenpaueria,Ventromma halecioides,Kirchenpaueria halecioides
3541,Cnidaria,Hydrozoa,Leptothecata,Kirchenpaueriidae,Kirchenpaueria,Kirchenipaueria pinnata,Kirchenpaueria pinnata
3543,Cnidaria,Hydrozoa,Leptothecata,Kirchenpaueriidae,Kirchenpaueria,Kirchenpaueria pinnata,Kirchenpaueria pinnata
3544,Cnidaria,Hydrozoa,Leptothecata,Kirchenpaueriidae,Kirchenpaueria,Kirchenpaueria similis,Kirchenpaueria pinnata
3548,Cnidaria,Hydrozoa,Leptothecata,Kirchenpaueriidae,Kirchenpaueria,Kirkenpaueria pinnata,Kirchenpaueria pinnata
3545,Annelida,Polychaeta,Terebellida,Cirratulidae,Kirkegaardia,Kirkegaardia,Kirkegaardia
4491,Annelida,Polychaeta,Terebellida,Cirratulidae,Kirkegaardia,Monticellina,Kirkegaardia
3546,Annelida,Polychaeta,Terebellida,Cirratulidae,Kirkegaardia,Kirkegaardia dorsobranchialis,Kirkegaardia dorsobranchialis
4492,Annelida,Polychaeta,Terebellida,Cirratulidae,Kirkegaardia,Monticellina dorsobranchialis,Kirkegaardia dorsobranchialis
3547,Annelida,Polychaeta,Terebellida,Cirratulidae,Kirkegaardia,Kirkegaardia heterochaeta,Kirkegaardia heterochaeta
4493,Annelida,Polychaeta,Terebellida,Cirratulidae,Kirkegaardia,Monticellina heterochaeta,Kirkegaardia heterochaeta
4959,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Knoutsodonta,Onchidoris depressa,Knoutsodonta depressa
4960,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Knoutsodonta,Onchidoris inconspicua,Knoutsodonta inconspicua
4962,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Knoutsodonta,Onchidoris oblonga,Knoutsodonta oblonga
4963,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Knoutsodonta,Onchidoris pusilla,Knoutsodonta pusilla
3551,Cnidaria,Anthozoa,Pennatulacea,Kophobelemnidae,Kophobelemnon,Kophobelemnon stelliferum,Kophobelemnon stelliferum
3552,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Kroyera,Kroyera carinata,Kroyera carinata
4466,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Kroyera,Monoculodes carinatus,Kroyera carinata
4475,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Kroyera,Monoculoides carinatus,Kroyera carinata
3553,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Kukenthalia,Kukenthalia borealis,Kukenthalia borealis
3554,Arthropoda,Malacostraca,Isopoda,Hyssuridae,Kupellonura,Kupellonura,Kupellonura
3555,Mollusca,Bivalvia,,Lasaeidae,Kurtiella,Kurtiella bidentata,Kurtiella bidentata
4490,Mollusca,Bivalvia,,Lasaeidae,Kurtiella,Montacutidae Kurtiella bidentata,Kurtiella bidentata
4569,Mollusca,Bivalvia,,Lasaeidae,Kurtiella,Mysella bidentata,Kurtiella bidentata
3556,Mollusca,Bivalvia,,Lasaeidae,Kurtiella,Kurtiella tumidula,Kurtiella tumidula
4570,Mollusca,Bivalvia,,Lasaeidae,Kurtiella,Mysella tumidula,Kurtiella tumidula
3557,Echinodermata,Holothuroidea,Apodida,Synaptidae,Labidoplax,Labidoplax,Labidoplax
3558,Echinodermata,Holothuroidea,Apodida,Synaptidae,Labidoplax,Labidoplax buski,Labidoplax buskii
3559,Echinodermata,Holothuroidea,Apodida,Synaptidae,Labidoplax,Labidoplax buskii,Labidoplax buskii
3561,Echinodermata,Holothuroidea,Apodida,Synaptidae,Labidoplax,Labidoplax media,Labidoplax media
3562,Echinodermata,Holothuroidea,Apodida,Synaptidae,Labidoplax,Labidoplax similimedia,Labidoplax similimedia
3563,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Labioleanira,Labioleanira yhleni,Labioleanira yhleni
3564,Arthropoda,Insecta,Diptera,Chironomidae,Labrundinia,Labrundinia,Labrundinia
3565,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,Lacuna,Lacuna
3567,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,Lacuna Lacuna crassior,Lacuna
3566,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,Lacuna crassior,Lacuna crassior
3568,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,Lacuna pallidula,Lacuna pallidula
3569,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,Lacuna parva,Lacuna parva
3570,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,Lacuna vincta,Lacuna vincta
3571,Annelida,Polychaeta,Phyllodocida,Lacydoniidae,Lacydonia,Lacydonia,Lacydonia
3572,Annelida,Polychaeta,Phyllodocida,Lacydoniidae,Lacydonia,Lacydonia miranda,Lacydonia miranda
3573,Annelida,Polychaeta,Phyllodocida,Lacydoniidae,,Lacydoniidae,Lacydoniidae
3575,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Laetmatophilus,Laetmatophilus,Laetmatophilus
3576,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Laetmatophilus,Laetmatophilus armatus,Laetmatophilus armatus
3577,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Laetmatophilus,Laetmatophilus ledoyeri,Laetmatophilus ledoyeri
3578,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Laetmatophilus,Laetmatophilus tuberculatus,Laetmatophilus tuberculatus
3579,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,Laetmonice,Laetmonice
3580,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,Laetmonice filicornis,Laetmonice filicornis
3210,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,Hermonia hystrix,Laetmonice hystrix
3581,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,Laetmonice hystrix,Laetmonice hystrix
3582,Mollusca,Bivalvia,Cardiida,Cardiidae,Laevicardium,Laevicardium crassum,Laevicardium crassum
3583,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Lafoea,Lafoea dumosa,Lafoea dumosa
3585,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,,Lafoeidae,Lafoeidae
3586,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Lagenipora,Lagenipora lepralioides,Lagenipora lepralioides
3587,Annelida,Polychaeta,Terebellida,Pectinariidae,Lagis,Lagis,Lagis
3588,Annelida,Polychaeta,Terebellida,Pectinariidae,Lagis,Lagis koreni,Lagis koreni
3589,Annelida,Polychaeta,Terebellida,Pectinariidae,Lagis,Lagis koreniE,Lagis koreni
3590,Annelida,Polychaeta,Terebellida,Pectinariidae,Lagis,Lagis korenis,Lagis koreni
5422,Annelida,Polychaeta,Terebellida,Pectinariidae,Lagis,Pectinaria koreni,Lagis koreni
5423,Annelida,Polychaeta,Terebellida,Pectinariidae,Lagis,Pectinaria Lagis koreni,Lagis koreni
3591,Ciliophora,Heterotrichea,Heterotrichida,Folliculinidae,Lagotia,Lagotia,Lagotia
3592,Ciliophora,Heterotrichea,Heterotrichida,Folliculinidae,Lagotia,Lagotia viridis,Lagotia viridis
3593,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Lamellaria,Lamellaria,Lamellaria
3594,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Lamellaria,Lamellaria latens,Lamellaria latens
3595,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Lamellaria,Lamellaria perspicua,Lamellaria perspicua
3596,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria,Laminaria
3597,Annelida,Polychaeta,Terebellida,Flabelligeridae,Lamispina,Lamispina falcata,Lamispina falcata
5539,Annelida,Polychaeta,Terebellida,Flabelligeridae,Lamispina,Pherusa falcata,Lamispina falcata
3598,Arthropoda,Malacostraca,Cumacea,Lampropidae,,Lampropidae,Lampropidae
3599,Arthropoda,Malacostraca,Cumacea,Lampropidae,Lamprops,Lamprops,Lamprops
3600,Arthropoda,Malacostraca,Cumacea,Lampropidae,Lamprops,Lamprops fasciata,Lamprops fasciatus
3601,Arthropoda,Malacostraca,Cumacea,Lampropidae,Lamprops,Lamprops fasciatus,Lamprops fasciatus
3602,Annelida,Polychaeta,Terebellida,Terebellidae,Lanassa,Lanassa capensis,Lanassa capensis
3603,Annelida,Polychaeta,Terebellida,Terebellidae,Lanassa,Lanassa nordenskioldi,Lanassa nordenskioldi
3604,Annelida,Polychaeta,Terebellida,Terebellidae,Lanassa,Lanassa venusta,Lanassa venusta
3605,Annelida,Polychaeta,Terebellida,Terebellidae,Lanice,Lanice,Lanice
3606,Annelida,Polychaeta,Terebellida,Terebellidae,Lanice,Lanice conchilega,Lanice conchilega
3607,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Laomedea,Laomedea,Laomedea
3608,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Laomedea,Laomedea angulata,Laomedea angulata
3609,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Laomedea,Laomedea calceolifera,Laomedea calceolifera
3610,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Laomedea,Laomedea exigua,Laomedea exigua
3611,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Laomedea,Laomedea flexuosa,Laomedea flexuosa
4892,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Laomedea,Obeliinae Laomedea flexuosa,Laomedea flexuosa
3612,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Laomedea,Laomedea neglecta,Laomedea neglecta
5549,Mollusca,Gastropoda,Cephalaspidea,Philinidae,Laona,Philine finmarchica,Laona finmarchica
3613,Mollusca,Gastropoda,Cephalaspidea,Laonidae,Laona,Laona quadrata,Laona quadrata
5551,Mollusca,Gastropoda,Cephalaspidea,Philinidae,Laona,Philine quadrata,Laona quadrata
3614,Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice
3619,Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonices,Laonice
6836,Annelida,Polychaeta,Spionida,Spionidae,Laonice,Spionidaes,Laonice
3615,Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice bahusiensis,Laonice bahusiensis
3616,Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice blakei,Laonice blakei
3617,Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice cirrata,Laonice cirrata
3618,Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice norgensis,Laonice norgensis
3620,Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice sarsi,Laonice sarsi
3621,Annelida,Polychaeta,Sabellida,Sabellidae,Laonome,Laonome,Laonome
3622,Annelida,Polychaeta,Sabellida,Sabellidae,Laonome,Laonome kroyeri,Laonome kroyeri
3623,Arthropoda,Hexanauplia,Harpacticoida,Laophontidae,Laophonte,Laophonte,Laophonte
3624,Arthropoda,Hexanauplia,Harpacticoida,Laophontidae,Laophonte,Laophonte cornuta,Laophonte cornuta
3625,Arthropoda,Hexanauplia,Harpacticoida,Laophontidae,Laophonte,Laophonte elongata elongata,Laophonte elongata elongata
3626,Arthropoda,Hexanauplia,Harpacticoida,Laophontidae,Laophonte,Laophonte inopinata,Laophonte inopinata
3627,Arthropoda,Hexanauplia,Harpacticoida,Laophontidae,Laophonte,Laophonte inornata,Laophonte inornata
3628,Arthropoda,Hexanauplia,Harpacticoida,Laophontidae,Laophonte,Laophonte longicaudata longicaudata,Laophonte longicaudata longicaudata
3629,Arthropoda,Hexanauplia,Harpacticoida,Laophontidae,Laophonte,Laophonte thoracica,Laophonte thoracica
3630,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Laothoes,Laothoes meinerti,Laothoes meinerti
3631,Annelida,Polychaeta,Terebellida,Terebellidae,Laphania,Laphania boecki,Laphania boecki
3632,Mollusca,Bivalvia,,Lasaeidae,Lasaea,Lasaea adansoni,Lasaea adansoni
3633,Mollusca,Bivalvia,,Lasaeidae,Lasaea,Lasaea rubra,Lasaea rubra
2388,Mollusca,Bivalvia,,Erycinidae,,Erycinidae,Lasaeidae
3533,Mollusca,Bivalvia,,Kelliidae,,Kelliidae,Lasaeidae
3634,Mollusca,Bivalvia,,Lasaeidae,,Lasaeidae,Lasaeidae
3751,Mollusca,Bivalvia,,Leptonidae,,Leptonidae,Lasaeidae
3635,Annelida,Polychaeta,Terebellida,Fauveliopsidae,Laubieriopsis,Laubieriopsis norvegica,Laubieriopsis norvegica
3636,Annelida,Polychaeta,Terebellida,Terebellidae,Leaena,Leaena,Leaena
3637,Annelida,Polychaeta,Terebellida,Terebellidae,Leaena,Leaena abranchiata,Leaena ebranchiata
3638,Annelida,Polychaeta,Terebellida,Terebellidae,Leaena,Leaena ebranchiata,Leaena ebranchiata
3639,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Leanira,Leanira hystricis,Leanira hystricis
3640,Chordata,Actinopterygii,Perciformes,Gobiidae,Lebetus,Lebetus scorpioides,Lebetus scorpioides
3641,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,Ledella messanensis,Ledella messanensis
3642,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,Ledella sublevis,Ledella sublevis
3643,Annelida,Polychaeta,,Capitellidae,Leiocapitella,Leiocapitella dollfusi,Leiocapitella dollfusi
3644,Annelida,Polychaeta,,Maldanidae,Leiochone,Leiochone,Leiochone
1644,Annelida,Polychaeta,,Maldanidae,Leiochone,Clymenura johnstoni,Leiochone johnstoni
1645,Annelida,Polychaeta,,Maldanidae,Leiochone,Clymenura johnstonii,Leiochone johnstoni
3645,Annelida,Polychaeta,,Maldanidae,Leiochone,Leiochone johnstoni,Leiochone johnstoni
1643,Annelida,Polychaeta,,Maldanidae,Leiochone,Clymenura clypeata,Leiochone leiopygos
1647,Annelida,Polychaeta,,Maldanidae,Leiochone,Clymenura leiopygos,Leiochone leiopygos
3646,Annelida,Polychaeta,,Maldanidae,Leiochone,Leiochone leiopygos,Leiochone leiopygos
3647,Annelida,Polychaeta,,Maldanidae,Leiochone,Leiochone tricirrata,Leiochone tricirrata
3648,Annelida,Polychaeta,,Maldanidae,,Leiochonini,Leiochonini
3649,Annelida,Polychaeta,,Capitellidae,Leiochrides,Leiochrides,Leiochrides
3650,Annelida,Polychaeta,,Capitellidae,Leiochrides,Leiochrides norvegicus,Leiochrides norvegicus
3651,Annelida,Polychaeta,,Orbiniidae,Leitoscoloplos,Leitoscoloplos,Leitoscoloplos
3652,Annelida,Polychaeta,,Orbiniidae,Leitoscoloplos,Leitoscoloplos mammosus,Leitoscoloplos mammosus
3653,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Lekanesphaera,Lekanesphaera,Lekanesphaera
3654,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Lekanesphaera,Lekanesphaera hookeri,Lekanesphaera hookeri
3655,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Lekanesphaera,Lekanesphaera levii,Lekanesphaera levii
3656,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Lekanesphaera,Lekanesphaera monodi,Lekanesphaera monodi
3657,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Lekanesphaera,Lekanesphaera rugicauda,Lekanesphaera rugicauda
3658,Arthropoda,Malacostraca,Amphipoda,Aoridae,Lembos,Lembos,Lembos
3661,Arthropoda,Malacostraca,Amphipoda,Aoridae,Lembos,Lembossp,Lembos
3662,Arthropoda,Malacostraca,Amphipoda,Aoridae,Lembos,Lembos websteri,Lembos websteri
3663,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Lembulus,Lembulus pella,Lembulus pella
3664,Tracheophyta,Magnoliopsida,Alismatales,Araceae,Lemna,Lemna,Lemna
3665,Tracheophyta,Magnoliopsida,Alismatales,Lemnaceae,,Lemnaceae,Lemnaceae
3666,Mollusca,Bivalvia,Myida,Corbulidae,Lentidium,Lentidium mediterraneum,Lentidium mediterraneum
3667,Annelida,Polychaeta,Phyllodocida,Hesionidae,Leocrates,Leocrates claparedii,Leocrates claparedii
3668,Annelida,Polychaeta,,Orbiniidae,Leodamas,Leodamas,Leodamas
2544,Annelida,Polychaeta,Eunicida,Eunicidae,Leodice,Eunice harassii,Leodice harassii
2545,Annelida,Polychaeta,Eunicida,Eunicidae,Leodice,Eunice harrassii,Leodice harassii
3669,Annelida,Polychaeta,Eunicida,Eunicidae,Leodice,Leodice harassii,Leodice harassii
3670,Annelida,Polychaeta,Eunicida,Eunicidae,Leodice,Leodice torquata,Leodice torquata
3673,Arthropoda,Hexanauplia,Lepadiformes,,,Lepadomorpha,Lepadiformes
3671,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Lepadogaster,Lepadogaster,Lepadogaster
3672,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Lepadogaster,Lepadogaster lepadogaster,Lepadogaster lepadogaster
3674,Arthropoda,Malacostraca,Amphipoda,Lepechinellidae,Lepechinella,Lepechinella,Lepechinella
3675,Arthropoda,Malacostraca,Amphipoda,Lepechinellidae,Lepechinella,Lepechinella arctica,Lepechinella arctica
3676,Arthropoda,Malacostraca,Amphipoda,Lepechinellidae,Lepechinella,Lepechinella eupraxiella,Lepechinella eupraxiella
3677,Arthropoda,Malacostraca,Amphipoda,Lepechinellidae,,Lepechinellidae,Lepechinellidae
3678,Arthropoda,Malacostraca,Amphipoda,Lepechinellidae,Lepechinelloides,Lepechinelloides karii,Lepechinelloides karii
3679,Mollusca,Gastropoda,,Lepetidae,Lepeta,Lepeta caeca,Lepeta caeca
3680,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidasthenia,Lepidasthenia,Lepidasthenia
3681,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidasthenia,Lepidasthenia argus,Lepidasthenia argus
3682,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidasthenia,Lepidasthenia brunnea,Lepidasthenia brunnea
3683,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Lepidepecreum,Lepidepecreum,Lepidepecreum
3684,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Lepidepecreum,Lepidepecreum longicorne,Lepidepecreum longicornis
3685,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Lepidepecreum,Lepidepecreum longicornis,Lepidepecreum longicornis
3686,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Lepidepecreum,Lepidepecreum umbo,Lepidepecreum umbo
3687,Mollusca,Polyplacophora,Chitonida,Lepidochitonidae,Lepidochitona,Lepidochitona,Lepidochitona
3690,Mollusca,Polyplacophora,Chitonida,Lepidochitonidae,Lepidochitona,Lepidochitona Lepidochitona cinerea,Lepidochitona
3688,Mollusca,Polyplacophora,Chitonida,Lepidochitonidae,Lepidochitona,Lepidochitona cinerea,Lepidochitona cinerea
3689,Mollusca,Polyplacophora,Chitonida,Lepidochitonidae,Lepidochitona,Lepidochitona cinereus,Lepidochitona cinerea
3724,Mollusca,Polyplacophora,Chitonida,Leptochitonidae,Lepidochitona,Leptochitona cinerea,Lepidochitona cinerea
3691,Mollusca,Solenogastres,Pholidoskepia,Lepidomeniidae,Lepidomenia,Lepidomenia,Lepidomenia
3693,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus,Lepidonotus,Lepidonotus
3694,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus,Lepidonotus clava,Lepidonotus clava
3695,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus,Lepidonotus squamatus,Lepidonotus squamatus
3696,Mollusca,Polyplacophora,Lepidopleurida,,,LEPIDOPLEURIDA,Lepidopleurida
3697,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Lepidopleurus,Lepidopleurus cajetanus,Lepidopleurus cajetanus
3698,Arthropoda,Insecta,Lepidoptera,,,Lepidoptera,Lepidoptera
3699,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,,Lepidostomatidae,Lepidostomatidae
3700,Arthropoda,Malacostraca,Isopoda,Leptanthuridae,Leptanthura,Leptanthura,Leptanthura
3701,Arthropoda,Malacostraca,Isopoda,Leptanthuridae,Leptanthura,Leptanthura tenuis,Leptanthura tenuis
3702,Arthropoda,Malacostraca,Isopoda,Leptanthuridae,,Leptanthuridae,Leptanthuridae
3703,Arthropoda,Hexanauplia,Harpacticoida,Leptastacidae,,Leptastacidae,Leptastacidae
3704,Arthropoda,Hexanauplia,Harpacticoida,Leptastacidae,Leptastacus,Leptastacus,Leptastacus
3705,Arthropoda,Hexanauplia,Harpacticoida,Leptastacidae,Leptastacus,Leptastacus laticaudatus,Leptastacus laticaudatus
3706,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,Leptasterias Leptasterias muelleri,Leptasterias
3707,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,Leptasterias muelleri,Leptasterias (Leptasterias) muelleri
3708,Arthropoda,Insecta,Trichoptera,Leptoceridae,,Leptoceridae,Leptoceridae
3710,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Leptocheirus,Leptocheirus,Leptocheirus
3713,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Leptocheirus,Leptocheirus heads only,Leptocheirus
3711,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Leptocheirus,Leptocheirus bispinosus,Leptocheirus bispinosus
3712,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Leptocheirus,Leptocheirus guttatus,Leptocheirus guttatus
3709,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Leptocheirus,Leptocheirius hirsutimanus,Leptocheirus hirsutimanus
3714,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Leptocheirus,Leptocheirus hirsuitimanus,Leptocheirus hirsutimanus
3715,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Leptocheirus,Leptocheirus hirsutimanus,Leptocheirus hirsutimanus
3716,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Leptocheirus,Leptocheirus mariae,Leptocheirus mariae
3717,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Leptocheirus,Leptocheirus pectinatus,Leptocheirus pectinatus
3718,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Leptocheirus,Leptocheirus pilosus,Leptocheirus pilosus
3719,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Leptocheirus,Leptocheirus tricristatus,Leptocheirus tricristatus
3720,Arthropoda,Malacostraca,Tanaidacea,Leptocheliidae,Leptochelia,Leptochelia,Leptochelia
3721,Arthropoda,Malacostraca,Tanaidacea,Leptocheliidae,Leptochelia,Leptochelia dubia,Leptochelia dubia
3723,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,Leptochiton,Leptochiton
3725,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,Leptochiton algesirensis,Leptochiton algesirensis
3726,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,Leptochiton alveolus,Leptochiton alveolus
3727,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,Leptochiton asellus,Leptochiton asellus
3728,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,Leptochiton assellus,Leptochiton asellus
3729,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,Leptochiton cancellatus,Leptochiton cancellatus
3730,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,Leptochiton scabridus,Leptochiton scabridus
3731,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Leptoclinides,Leptoclinides faeroensis,Leptoclinides faeroensis
3732,Arthropoda,Ostracoda,Podocopida,Leptocytheridae,Leptocythere,Leptocythere,Leptocythere
3733,Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia
3735,Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia breviremis,Leptognathia breviremis
3738,Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia manca,Leptognathia manca
3739,Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia paramanca,Leptognathia paramanca
3740,Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,,Leptognathiidae,Leptognathiidae
3741,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Leptognathiopsis,Leptognathiopsis attenuata,Leptognathiopsis attenuata
3743,Arthropoda,Hexanauplia,Harpacticoida,Ameiridae,Leptomesochra,Leptomesochra,Leptomesochra
3744,Arthropoda,Hexanauplia,Harpacticoida,Ameiridae,Leptomesochra,Leptomesochra eulitoralis,Leptomesochra eulitoralis
3745,Arthropoda,Hexanauplia,Harpacticoida,Ameiridae,Leptomesochra,Leptomesochra tenuicornis,Leptomesochra tenuicornis
3746,Echinodermata,Crinoidea,Comatulida,Antedonidae,Leptometra,Leptometra celtica,Leptometra celtica
3748,Arthropoda,Malacostraca,Mysida,Mysidae,Leptomysis,Leptomysis,Leptomysis
3749,Arthropoda,Malacostraca,Mysida,Mysidae,Leptomysis,Leptomysis gracilis,Leptomysis gracilis
3750,Mollusca,Bivalvia,,Lasaeidae,Lepton,Lepton,Lepton
3753,Mollusca,Bivalvia,,Lasaeidae,Lepton,Lepton squamosum,Lepton squamosum
3754,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Leptopentacta,Leptopentacta,Leptopentacta
3755,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Leptopentacta,Leptopentacta elongata,Leptopentacta elongata
3756,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Leptopentacta,Leptopentacta tergestina,Leptopentacta tergestina
3757,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Leptophoxus,Leptophoxus falcatus,Leptophoxus falcatus
3758,Platyhelminthes,Rhabditophora,Polycladida,Leptoplanidae,Leptoplana,Leptoplana,Leptoplana
3759,Platyhelminthes,Rhabditophora,Polycladida,Leptoplanidae,Leptoplana,Leptoplana tremellaris,Leptoplana tremellaris
3760,Platyhelminthes,Rhabditophora,Polycladida,Leptoplanidae,,Leptoplanidae,Leptoplanidae
3761,Arthropoda,Hexanauplia,Harpacticoida,Leptopontiidae,Leptopontia,Leptopontia,Leptopontia
3762,Arthropoda,Hexanauplia,Harpacticoida,Leptopontiidae,Leptopontia,Leptopontia curvicauda,Leptopontia curvicauda
3763,Arthropoda,Hexanauplia,Harpacticoida,Paramesochridae,Leptopsyllus,Leptopsyllus,Leptopsyllus
